"" "x" "y"
"1" -2 10.8854548852618
"2" -1.98393574297189 11.3153655265517
"3" -1.96787148594378 6.12808144894586
"4" -1.95180722891566 7.98750191745506
"5" -1.93574297188755 7.96263552488134
"6" -1.91967871485944 9.33090357256983
"7" -1.90361445783133 7.59294330304459
"8" -1.88755020080321 4.63816304012087
"9" -1.8714859437751 6.75514132610127
"10" -1.85542168674699 10.137047507566
"11" -1.83935742971888 7.95188116419916
"12" -1.82329317269076 6.81908746131886
"13" -1.80722891566265 6.42463615261256
"14" -1.79116465863454 7.58066140666717
"15" -1.77510040160643 4.41417860301017
"16" -1.75903614457831 5.13705534375051
"17" -1.7429718875502 8.03412569389276
"18" -1.72690763052209 12.1967476448393
"19" -1.71084337349398 13.2369964814988
"20" -1.69477911646586 7.61304750166165
"21" -1.67871485943775 5.98583745538771
"22" -1.66265060240964 5.82716059646034
"23" -1.64658634538153 6.99963820596808
"24" -1.63052208835341 8.21859926193692
"25" -1.6144578313253 10.6756642237319
"26" -1.59839357429719 11.165905651705
"27" -1.58232931726908 9.01832343117271
"28" -1.56626506024096 5.42502606502304
"29" -1.55020080321285 4.94079538074534
"30" -1.53413654618474 8.30685810019449
"31" -1.51807228915663 6.89725511338298
"32" -1.50200803212851 7.45419730080909
"33" -1.4859437751004 5.81749691531213
"34" -1.46987951807229 6.57331049719534
"35" -1.45381526104418 6.70297428578544
"36" -1.43775100401606 5.75969186936823
"37" -1.42168674698795 6.54326848391687
"38" -1.40562248995984 8.42038672543748
"39" -1.38955823293173 8.71084616881184
"40" -1.37349397590361 6.98392896818214
"41" -1.3574297188755 1.29414293766433
"42" -1.34136546184739 3.36800836495528
"43" -1.32530120481928 10.1964105471298
"44" -1.30923694779116 9.14399419922576
"45" -1.29317269076305 3.79019156128311
"46" -1.27710843373494 2.56804683892148
"47" -1.26104417670683 6.19292697597367
"48" -1.24497991967871 6.98969964081641
"49" -1.2289156626506 3.09212377899703
"50" -1.21285140562249 3.5497616589253
"51" -1.19678714859438 8.84396600272706
"52" -1.18072289156627 8.43447252379985
"53" -1.16465863453815 7.66215421749096
"54" -1.14859437751004 6.60406750063585
"55" -1.13253012048193 3.44140912950657
"56" -1.11646586345382 0.899854630670444
"57" -1.1004016064257 4.99886328286715
"58" -1.08433734939759 5.70033145399619
"59" -1.06827309236948 5.39199297923513
"60" -1.05220883534137 2.81960080450461
"61" -1.03614457831325 4.00096320407715
"62" -1.02008032128514 4.85505195008985
"63" -1.00401606425703 5.42293464269996
"64" -0.987951807228916 4.71212709282447
"65" -0.971887550200803 2.74782623264158
"66" -0.955823293172691 3.35368244270426
"67" -0.939759036144578 0.813698025863479
"68" -0.923694779116466 1.46070940649398
"69" -0.907630522088354 2.61462731151447
"70" -0.891566265060241 6.97724873893918
"71" -0.875502008032129 3.83790719732632
"72" -0.859437751004016 1.91271527013789
"73" -0.843373493975904 -0.211605102578761
"74" -0.827309236947791 0.40621962166136
"75" -0.811244979919679 5.86282897928676
"76" -0.795180722891566 5.38115147249777
"77" -0.779116465863454 -0.0379665371850368
"78" -0.763052208835342 1.60082256789766
"79" -0.746987951807229 3.06092439891467
"80" -0.730923694779117 2.48613714357697
"81" -0.714859437751004 4.29155521717431
"82" -0.698795180722892 3.64749577022515
"83" -0.682730923694779 4.70892725684717
"84" -0.666666666666667 4.34499664499445
"85" -0.650602409638554 2.95874613122822
"86" -0.634538152610442 2.22952167780556
"87" -0.618473895582329 2.95420830038537
"88" -0.602409638554217 1.2768297301591
"89" -0.586345381526105 1.48317943313734
"90" -0.570281124497992 1.03267942058707
"91" -0.55421686746988 2.78298623005705
"92" -0.538152610441767 7.00461565324033
"93" -0.522088353413655 2.86713355487416
"94" -0.506024096385542 -0.472097479075008
"95" -0.48995983935743 -0.192650055880348
"96" -0.473895582329317 1.26371916880058
"97" -0.457831325301205 6.50799713083527
"98" -0.441767068273093 8.4721693828865
"99" -0.42570281124498 5.25795657895986
"100" -0.409638554216868 3.02845615201233
"101" -0.393574297188755 4.23328494256326
"102" -0.377510040160643 4.19970541820874
"103" -0.36144578313253 2.57040757030223
"104" -0.345381526104418 2.97738879085172
"105" -0.329317269076305 1.64830261916923
"106" -0.313253012048193 1.47356255692469
"107" -0.29718875502008 4.33362599732961
"108" -0.281124497991968 5.13210087029555
"109" -0.265060240963856 5.60298848944389
"110" -0.248995983935743 7.76783119197654
"111" -0.232931726907631 6.50913431072708
"112" -0.216867469879518 2.27319352438302
"113" -0.200803212851406 3.49950399734024
"114" -0.184738955823293 6.77485437968925
"115" -0.168674698795181 2.84764793331384
"116" -0.152610441767068 2.56041346998364
"117" -0.136546184738956 3.04281079429935
"118" -0.120481927710844 4.92380237907793
"119" -0.104417670682731 3.51640214738515
"120" -0.0883534136546187 6.24689056558625
"121" -0.0722891566265063 4.34690915823951
"122" -0.0562248995983938 2.12794426542104
"123" -0.0401606425702814 4.71218847867008
"124" -0.0240963855421688 4.59969746887286
"125" -0.00803212851405632 5.13249926830585
"126" 0.00803212851405588 3.35773124362203
"127" 0.0240963855421685 4.77560593655657
"128" 0.0401606425702807 5.0497247949925
"129" 0.0562248995983934 2.49800841312757
"130" 0.072289156626506 1.85201364395243
"131" 0.0883534136546182 3.1677546756198
"132" 0.104417670682731 2.39868504077307
"133" 0.120481927710843 6.63555706060781
"134" 0.136546184738956 3.1900823135886
"135" 0.152610441767068 6.42513340022401
"136" 0.168674698795181 3.35836905920882
"137" 0.184738955823293 4.29622388758585
"138" 0.200803212851405 6.14365254853948
"139" 0.216867469879518 4.98645225266796
"140" 0.23293172690763 3.25377224601341
"141" 0.248995983935743 3.90873374611357
"142" 0.265060240963855 2.17302577591682
"143" 0.281124497991968 7.74486326895291
"144" 0.29718875502008 8.64247378598238
"145" 0.313253012048193 5.82672962518815
"146" 0.329317269076305 7.29258930738989
"147" 0.345381526104418 5.28805679787428
"148" 0.36144578313253 6.7349844375452
"149" 0.377510040160642 7.73676182331707
"150" 0.393574297188755 3.28545236899654
"151" 0.409638554216867 2.9139525667267
"152" 0.42570281124498 6.15394779093783
"153" 0.441767068273092 8.66526393325169
"154" 0.457831325301205 8.57064486491218
"155" 0.473895582329317 4.39921139342413
"156" 0.48995983935743 6.6220687333869
"157" 0.506024096385542 8.65943535679827
"158" 0.522088353413654 6.42295739354107
"159" 0.538152610441767 6.7348546843296
"160" 0.554216867469879 7.26073610884491
"161" 0.570281124497992 5.63368152375671
"162" 0.586345381526104 4.56892505084825
"163" 0.602409638554217 5.23705982385977
"164" 0.618473895582329 10.6886588127253
"165" 0.634538152610442 6.22118203593364
"166" 0.650602409638554 6.26797241319321
"167" 0.666666666666667 6.12735625638732
"168" 0.682730923694779 7.94157661096002
"169" 0.698795180722891 8.50262118995395
"170" 0.714859437751004 9.87588511487631
"171" 0.730923694779116 10.7620399866123
"172" 0.746987951807229 9.90749386595217
